iter	Passed	Remaining
282	1559	3950
283	1564	3944
284	1569	3938
285	1575	3932
286	1580	3926
287	1585	3920
288	1591	3914
289	1596	3908
290	1601	3901
291	1606	3895
292	1612	3890
293	1617	3884
294	1622	3878
295	1628	3872
296	1633	3866
297	1639	3861
298	1644	3855
299	1649	3849
300	1655	3843
301	1660	3838
302	1666	3832
303	1671	3827
304	1677	3822
305	1683	3818
306	1689	3813
307	1695	3808
308	1700	3803
309	1706	3797
310	1711	3791
311	1717	3786
312	1722	3780
313	1727	3774
314	1733	3768
315	1738	3763
316	1743	3757
317	1749	3751
318	1754	3745
319	1759	3739
320	1765	3734
321	1770	3728
322	1776	3723
323	1781	3716
324	1786	3709
325	1791	3703
326	1796	3697
327	1801	3691
328	1807	3685
329	1812	3679
330	1817	3673
331	1823	3668
332	1828	3662
333	1833	3656
334	1839	3650
335	1844	3645
336	1849	3639
337	1855	3633
338	1860	3627
339	1865	3621
340	1870	3615
341	1876	3609
342	1881	3604
343	1887	3599
344	1895	3599
345	1905	3601
346	1915	3604
347	1922	3601
348	1928	3598
349	1934	3593
350	1941	3589
351	1947	3584
352	1952	3578
353	1957	3572
354	1962	3566
355	1968	3560
356	1973	3554
357	1978	3548
358	1983	3542
359	1989	3536
360	1994	3529
361	1999	3523
362	2004	3517
363	2009	3511
364	2014	3505
365	2020	3499
366	2025	3493
367	2030	3486
368	2035	3480
369	2040	3474
370	2045	3468
371	2050	3462
372	2055	3456
373	2061	3449
374	2066	3443
375	2071	3438
376	2076	3432
377	2082	3425
378	2087	3419
379	2092	3414
380	2098	3409
381	2104	3404
382	2110	3399
383	2115	3394
384	2121	3388
385	2127	3383
386	2132	3377
387	2137	3372
388	2143	3366
389	2148	3360
390	2153	3354
391	2158	3348
392	2164	3342
393	2169	3336
394	2175	3331
395	2180	3325
396	2185	3319
397	2191	3314
398	2196	3308
399	2201	3302
400	2207	3296
401	2212	3291
402	2217	3285
403	2223	3279
404	2228	3273
405	2233	3267
406	2238	3262
407	2244	3256
408	2249	3250
409	2255	3245
410	2260	3239
411	2265	3233
412	2270	3227
413	2276	3221
414	2281	3216
415	2286	3210
416	2291	3204
417	2297	3198
418	2302	3192
419	2308	3187
420	2314	3183
421	2321	3179
422	2327	3174
423	2332	3168
424	2338	3163
425	2343	3157
426	2349	3152
427	2354	3147
428	2360	3141
429	2366	3137
430	2372	3132
431	2378	3127
432	2384	3122
433	2390	3117
434	2396	3112
435	2402	3107
436	2407	3102
437	2413	3096
438	2418	3090
439	2423	3084
440	2429	3079
441	2434	3073
442	2439	3067
443	2444	3061
444	2450	3055
445	2455	3049
446	2460	3044
447	2466	3038
448	2471	3032
449	2476	3027
450	2481	3021
451	2487	3015
452	2492	3009
453	2497	3004
454	2503	2998
455	2508	2992
456	2513	2986
457	2519	2981
458	2525	2976
459	2531	2971
460	2538	2967
461	2543	2962
462	2549	2956
463	2554	2951
464	2560	2945
465	2565	2940
466	2571	2934
467	2576	2929
468	2582	2924
469	2588	2918
470	2593	2912
471	2598	2907
472	2604	2901
473	2609	2895
474	2614	2890
475	2620	2884
476	2625	2878
477	2630	2872
478	2635	2866
479	2641	2861
480	2646	2855
481	2651	2850
482	2657	2844
483	2662	2838
484	2668	2833
485	2673	2827
486	2678	2821
487	2684	2816
488	2689	2810
489	2694	2804
490	2700	2799
491	2705	2793
492	2711	2788
493	2716	2782
494	2722	2777
495	2727	2771
496	2733	2766
497	2739	2761
498	2745	2756
499	2752	2752
500	2758	2747
501	2763	2741
502	2769	2736
503	2774	2730
504	2780	2725
505	2785	2719
506	2791	2714
507	2796	2708
508	2802	2702
509	2807	2697
510	2812	2691
511	2818	2685
512	2823	2680
513	2828	2674
514	2834	2668
515	2839	2663
516	2844	2657
517	2849	2651
518	2855	2646
519	2860	2640
520	2865	2634
521	2870	2628
522	2876	2623
523	2881	2617
524	2886	2611
525	2892	2606
526	2897	2600
527	2903	2595
528	2908	2589
529	2913	2583
530	2919	2578
531	2924	2572
532	2929	2566
533	2935	2561
534	2940	2555
535	2946	2550
536	2951	2545
537	2957	2539
538	2963	2534
539	2969	2529
540	2974	2524
541	2980	2518
542	2985	2512
543	2991	2507
544	2997	2502
545	3002	2496
546	3008	2491
547	3013	2485
548	3018	2480
549	3024	2474
550	3029	2468
551	3034	2462
552	3040	2457
553	3045	2451
554	3050	2446
555	3055	2440
556	3061	2434
557	3066	2428
558	3071	2423
559	3077	2417
560	3082	2412
561	3088	2406
562	3093	2400
563	3098	2395
564	3103	2389
565	3108	2383
566	3114	2378
567	3119	2372
568	3124	2366
569	3129	2361
570	3135	2355
571	3140	2349
572	3145	2344
573	3151	2338
574	3156	2333
575	3163	2328
576	3171	2324
577	3178	2320
578	3188	2318
579	3198	2316
580	3204	2311
581	3212	2307
582	3218	2301
583	3223	2296
584	3229	2290
585	3234	2285
586	3239	2279
587	3244	2273
588	3250	2267
589	3255	2262
590	3260	2256
591	3265	2250
592	3271	2245
593	3276	2239
594	3281	2233
595	3286	2227
596	3292	2222
597	3297	2216
598	3302	2210
599	3307	2205
600	3313	2199
601	3318	2193
602	3323	2188
603	3329	2182
604	3334	2177
605	3339	2171
606	3345	2165
607	3351	2160
608	3356	2155
609	3362	2150
610	3368	2144
611	3375	2139
612	3381	2134
613	3387	2129
614	3393	2124
615	3398	2118
616	3403	2112
617	3409	2107
618	3415	2102
619	3420	2096
620	3426	2090
621	3431	2085
622	3436	2079
623	3441	2073
624	3447	2068
625	3452	2062
626	3458	2057
627	3463	2051
628	3468	2045
629	3474	2040
630	3479	2034
631	3484	2029
632	3490	2023
633	3495	2018
634	3501	2012
635	3506	2006
636	3512	2001
637	3517	1995
638	3523	1990
639	3529	1985
640	3535	1980
641	3541	1974
642	3546	1969
643	3553	1964
644	3559	1959
645	3565	1954
646	3572	1949
647	3578	1944
648	3584	1938
649	3591	1933
650	3596	1928
651	3602	1922
652	3607	1917
653	3613	1911
654	3619	1906
655	3625	1900
656	3630	1895
657	3636	1889
658	3641	1884
659	3647	1878
660	3652	1873
661	3657	1867
662	3663	1862
663	3668	1856
664	3674	1850
665	3679	1845
666	3684	1839
667	3690	1834
668	3695	1828
669	3701	1822
670	3706	1817
671	3712	1811
672	3717	1806
673	3722	1800
674	3727	1794
675	3733	1789
676	3738	1783
677	3744	1778
678	3749	1772
679	3754	1767
680	3760	1761
681	3765	1755
682	3771	1750
683	3776	1744
684	3782	1739
685	3788	1734
686	3794	1728
687	3801	1723
688	3806	1718
689	3812	1712
690	3817	1707
691	3823	1701
692	3829	1696
693	3834	1690
694	3840	1685
695	3845	1679
696	3850	1674
697	3856	1668
698	3861	1662
699	3867	1657
700	3872	1651
701	3877	1646
702	3883	1640
703	3888	1635
704	3894	1629
705	3899	1623
706	3905	1618
707	3910	1612
708	3915	1607
709	3921	1601
710	3926	1596
711	3932	1590
712	3937	1585
713	3942	1579
714	3948	1573
715	3954	1568
716	3959	1562
717	3964	1557
718	3969	1551
719	3975	1545
720	3980	1540
721	3986	1534
722	3991	1529
723	3997	1523
724	4003	1518
725	4009	1513
726	4015	1507
727	4021	1502
728	4026	1496
729	4031	1491
730	4037	1485
731	4042	1480
732	4048	1474
733	4053	1468
734	4058	1463
735	4064	1457
736	4069	1452
737	4075	1446
738	4080	1441
739	4085	1435
740	4090	1429
741	4096	1424
742	4101	1418
743	4106	1413
744	4111	1407
745	4117	1401
746	4122	1396
747	4127	1390
748	4133	1385
749	4138	1379
750	4144	1374
751	4149	1368
752	4154	1362
753	4159	1357
754	4165	1351
755	4170	1346
756	4175	1340
757	4181	1334
758	4186	1329
759	4192	1323
760	4198	1318
761	4204	1313
762	4210	1307
763	4216	1302
764	4221	1296
765	4226	1291
766	4232	1285
767	4238	1280
768	4243	1274
769	4249	1269
770	4254	1263
771	4259	1258
772	4264	1252
773	4270	1246
774	4275	1241
775	4280	1235
776	4285	1229
777	4290	1224
778	4295	1218
779	4301	1213
780	4306	1207
781	4312	1202
782	4317	1196
783	4322	1191
784	4328	1185
785	4333	1179
786	4339	1174
787	4344	1168
788	4350	1163
789	4355	1157
790	4360	1152
791	4366	1146
792	4371	1141
793	4377	1135
794	4382	1130
795	4388	1124
796	4393	1119
797	4399	1113
798	4404	1108
799	4410	1102
800	4416	1097
801	4422	1091
802	4428	1086
803	4434	1081
804	4439	1075
805	4445	1070
806	4450	1064
807	4456	1058
808	4462	1053
809	4467	1047
810	4472	1042
811	4477	1036
812	4483	1031
813	4488	1025
814	4494	1020
815	4499	1014
816	4504	1008
817	4510	1003
818	4515	997
819	4520	992
820	4526	986
821	4531	981
822	4536	975
823	4542	970
824	4547	964
825	4552	959
826	4558	953
827	4563	947
828	4568	942
829	4573	936
830	4579	931
831	4584	925
832	4590	920
833	4595	914
834	4600	909
835	4606	903
836	4611	898
837	4616	892
838	4622	887
839	4628	881
840	4634	876
841	4641	870
842	4646	865
843	4652	859
844	4657	854
845	4663	848
846	4668	843
847	4673	837
848	4679	832
849	4685	826
850	4690	821
851	4695	815
852	4701	810
853	4707	804
854	4712	799
855	4718	793
856	4723	788
857	4728	782
858	4734	777
859	4739	771
860	4744	766
861	4750	760
862	4755	754
863	4760	749
864	4766	743
865	4771	738
866	4776	732
867	4782	727
868	4787	721
869	4792	716
870	4797	710
871	4803	705
872	4808	699
873	4813	693
874	4819	688
875	4824	682
876	4830	677
877	4836	671
878	4842	666
879	4848	661
880	4854	655
881	4860	650
882	4865	644
883	4870	639
884	4876	633
885	4881	628
886	4887	622
887	4892	617
888	4897	611
889	4902	605
890	4908	600
891	4913	594
892	4918	589
893	4924	583
894	4929	578
895	4934	572
896	4939	567
897	4945	561
898	4950	556
899	4955	550
900	4961	545
901	4966	539
902	4972	534
903	4978	528
904	4983	523
905	4988	517
906	4994	512
907	4999	506
908	5004	501
909	5010	495
910	5015	490
911	5021	484
912	5026	478
913	5032	473
914	5038	468
915	5045	462
916	5054	457
917	5062	452
918	5071	446
919	5081	441
920	5087	436
921	5094	430
922	5100	425
923	5106	420
924	5111	414
925	5117	408
926	5123	403
927	5128	397
928	5133	392
929	5139	386
930	5144	381
931	5150	375
932	5155	370
933	5160	364
934	5165	359
935	5171	353
936	5176	348
937	5181	342
938	5187	336
939	5192	331
940	5197	325
941	5203	320
942	5208	314
943	5213	309
944	5219	303
945	5224	298
946	5229	292
947	5234	287
948	5240	281
949	5246	276
950	5252	270
951	5258	265
952	5264	259
953	5270	254
954	5275	248
955	5281	243
956	5286	237
957	5292	232
958	5297	226
959	5302	220
960	5308	215
961	5314	209
962	5320	204
963	5326	198
964	5332	193
965	5338	187
966	5343	182
967	5349	176
968	5354	171
969	5359	165
970	5365	160
971	5370	154
972	5375	149
973	5380	143
974	5386	138
975	5391	132
976	5396	127
977	5401	121
978	5407	115
979	5414	110
980	5420	104
981	5426	99
982	5432	93
983	5437	88
984	5442	82
985	5448	77
986	5454	71
987	5459	66
988	5465	60
989	5471	55
990	5477	49
991	5483	44
992	5488	38
993	5494	33
994	5499	27
995	5504	22
996	5510	16
997	5515	11
998	5521	5
999	5526	0
