iter	Passed	Remaining
216	2044	2666
217	2054	2657
218	2064	2648
219	2074	2640
220	2083	2630
221	2093	2621
222	2103	2612
223	2113	2603
224	2122	2594
225	2132	2585
226	2141	2575
227	2151	2566
228	2161	2558
229	2171	2549
230	2181	2540
231	2191	2532
232	2201	2523
233	2211	2513
234	2221	2505
235	2230	2495
236	2240	2486
237	2250	2477
238	2260	2468
239	2269	2458
240	2279	2449
241	2288	2440
242	2298	2430
243	2308	2421
244	2319	2413
245	2330	2405
246	2340	2397
247	2350	2388
248	2360	2379
249	2371	2371
250	2381	2362
251	2391	2353
252	2401	2344
253	2411	2335
254	2421	2326
255	2431	2317
256	2441	2308
257	2451	2299
258	2461	2290
259	2470	2280
260	2480	2271
261	2489	2261
262	2498	2251
263	2508	2242
264	2517	2232
265	2527	2223
266	2536	2213
267	2545	2203
268	2554	2193
269	2564	2184
270	2573	2174
271	2583	2165
272	2593	2156
273	2602	2146
274	2612	2137
275	2622	2128
276	2631	2118
277	2640	2108
278	2650	2099
279	2659	2089
280	2668	2079
281	2677	2070
282	2687	2060
283	2696	2050
284	2705	2041
285	2714	2031
286	2724	2021
287	2733	2012
288	2743	2002
289	2752	1993
290	2761	1983
291	2771	1974
292	2780	1964
293	2790	1955
294	2800	1946
295	2810	1936
296	2819	1927
297	2829	1917
298	2838	1908
299	2847	1898
300	2857	1888
301	2866	1879
302	2876	1869
303	2885	1860
304	2895	1851
305	2904	1841
306	2915	1832
307	2925	1823
308	2935	1814
309	2946	1805
310	2956	1796
311	2966	1787
312	2977	1778
313	2986	1769
314	2997	1760
315	3008	1751
316	3018	1742
317	3027	1732
318	3037	1723
319	3046	1713
320	3056	1704
321	3065	1694
322	3075	1685
323	3085	1675
324	3094	1666
325	3104	1656
326	3114	1647
327	3123	1638
328	3133	1628
329	3143	1619
330	3152	1609
331	3162	1600
332	3172	1590
333	3182	1581
334	3191	1571
335	3201	1562
336	3211	1553
337	3221	1544
338	3231	1534
339	3241	1525
340	3250	1515
341	3260	1506
342	3269	1496
343	3279	1487
344	3288	1477
345	3298	1468
346	3308	1458
347	3318	1449
348	3327	1439
349	3337	1430
350	3346	1420
351	3356	1411
352	3366	1401
353	3376	1392
354	3386	1383
355	3396	1374
356	3406	1364
357	3416	1355
358	3426	1345
359	3435	1336
360	3446	1326
361	3456	1317
362	3465	1308
363	3475	1298
364	3484	1288
365	3494	1279
366	3503	1269
367	3513	1260
368	3522	1250
369	3532	1240
370	3541	1231
371	3560	1224
372	3569	1215
373	3579	1205
374	3589	1196
375	3598	1186
376	3607	1177
377	3616	1167
378	3626	1157
379	3635	1148
380	3645	1138
381	3655	1129
382	3665	1119
383	3675	1110
384	3685	1100
385	3694	1091
386	3703	1081
387	3713	1071
388	3722	1062
389	3732	1052
390	3741	1043
391	3750	1033
392	3760	1023
393	3769	1014
394	3779	1004
395	3788	995
396	3798	985
397	3807	975
398	3816	966
399	3826	956
400	3835	946
401	3845	937
402	3854	927
403	3864	918
404	3874	908
405	3884	899
406	3894	889
407	3904	880
408	3915	871
409	3925	861
410	3935	852
411	3946	842
412	3956	833
413	3966	824
414	3976	814
415	3986	804
416	3995	795
417	4005	785
418	4014	776
419	4024	766
420	4034	757
421	4043	747
422	4053	737
423	4063	728
424	4073	718
425	4083	709
426	4093	699
427	4104	690
428	4113	680
429	4124	671
430	4134	661
431	4144	652
432	4154	642
433	4164	633
434	4174	623
435	4184	614
436	4195	604
437	4205	595
438	4215	585
439	4225	576
440	4236	566
441	4246	557
442	4255	547
443	4265	537
444	4274	528
445	4284	518
446	4294	509
447	4304	499
448	4335	492
449	4353	483
450	4367	474
451	4391	466
452	4403	456
453	4416	447
454	4429	438
455	4441	428
456	4453	419
457	4464	409
458	4473	399
459	4483	389
460	4491	380
461	4501	370
462	4510	360
463	4519	350
464	4529	340
465	4538	331
466	4549	321
467	4558	311
468	4567	301
469	4576	292
470	4585	282
471	4594	272
472	4603	262
473	4612	253
474	4621	243
475	4630	233
476	4639	223
477	4655	214
478	4664	204
479	4673	194
480	4682	184
481	4691	175
482	4700	165
483	4709	155
484	4718	145
485	4727	136
486	4737	126
487	4746	116
488	4756	107
489	4765	97
490	4775	87
491	4784	77
492	4794	68
493	4803	58
494	4813	48
495	4822	38
496	4832	29
497	4842	19
498	4851	9
499	4861	0
