iter	Passed	Remaining
606	12096	7831
607	12114	7810
608	12132	7789
609	12151	7768
610	12170	7748
611	12189	7727
612	12208	7707
613	12227	7686
614	12245	7665
615	12263	7645
616	12282	7624
617	12302	7604
618	12320	7583
619	12338	7562
620	12356	7541
621	12375	7520
622	12403	7505
623	12424	7486
624	12441	7465
625	12459	7444
626	12477	7422
627	12495	7401
628	12512	7380
629	12530	7359
630	12548	7338
631	12566	7317
632	12584	7296
633	12603	7275
634	12621	7254
635	12654	7242
636	12672	7221
637	12690	7200
638	12708	7179
639	12726	7158
640	12744	7137
641	12762	7116
642	12780	7095
643	12798	7074
644	12816	7053
645	12834	7033
646	12852	7011
647	12884	6998
648	12902	6977
649	12919	6956
650	12937	6935
651	12956	6915
652	12976	6895
653	12993	6874
654	13012	6854
655	13030	6833
656	13049	6812
657	13067	6791
658	13085	6770
659	13103	6750
660	13121	6729
661	13139	6708
662	13157	6688
663	13177	6668
664	13194	6647
665	13212	6626
666	13231	6605
667	13250	6585
668	13292	6576
669	13311	6556
670	13330	6536
671	13349	6515
672	13373	6497
673	13392	6477
674	13419	6461
675	13446	6444
676	13464	6423
677	13489	6406
678	13507	6385
679	13524	6364
680	13542	6343
681	13559	6322
682	13577	6301
683	13595	6281
684	13632	6269
685	13664	6254
686	13686	6235
687	13706	6215
688	13724	6195
689	13743	6174
690	13762	6154
691	13780	6133
692	13798	6112
693	13817	6092
694	13836	6071
695	13855	6051
696	13874	6031
697	13892	6010
698	13911	5990
699	13929	5969
700	13947	5949
701	13966	5928
702	13984	5908
703	14002	5887
704	14021	5867
705	14040	5846
706	14058	5826
707	14077	5806
708	14096	5785
709	14114	5765
710	14133	5744
711	14152	5724
712	14171	5704
713	14190	5684
714	14209	5663
715	14228	5643
716	14248	5623
717	14268	5604
718	14288	5584
719	14308	5564
720	14326	5543
721	14345	5523
722	14364	5503
723	14383	5483
724	14407	5464
725	14425	5444
726	14444	5424
727	14463	5404
728	14483	5384
729	14502	5363
730	14520	5343
731	14538	5322
732	14571	5307
733	14591	5287
734	14609	5267
735	14642	5252
736	14660	5231
737	14679	5211
738	14698	5191
739	14717	5171
740	14737	5151
741	14756	5130
742	14775	5110
743	14793	5090
744	14843	5080
745	14862	5060
746	14881	5040
747	14900	5019
748	14919	4999
749	14938	4979
750	14957	4959
751	14992	4944
752	15010	4923
753	15027	4903
754	15045	4882
755	15064	4861
756	15082	4841
757	15100	4821
758	15118	4800
759	15138	4780
760	15156	4760
761	15175	4739
762	15193	4719
763	15211	4698
764	15228	4678
765	15246	4657
766	15265	4637
767	15282	4616
768	15301	4596
769	15319	4575
770	15337	4555
771	15356	4535
772	15376	4515
773	15398	4496
774	15416	4475
775	15434	4455
776	15452	4434
777	15470	4414
778	15488	4394
779	15506	4373
780	15524	4353
781	15543	4333
782	15581	4318
783	15599	4297
784	15617	4277
785	15636	4257
786	15654	4236
787	15673	4216
788	15691	4196
789	15709	4175
790	15728	4155
791	15745	4135
792	15765	4115
793	15783	4094
794	15802	4074
795	15823	4055
796	15842	4035
797	15860	4014
798	15878	3994
799	15896	3974
800	15914	3953
801	15932	3933
802	15951	3913
803	15969	3893
804	15988	3873
805	16007	3852
806	16025	3832
807	16043	3812
808	16076	3795
809	16094	3775
810	16112	3754
811	16130	3734
812	16153	3715
813	16171	3695
814	16189	3674
815	16207	3654
816	16227	3634
817	16265	3619
818	16284	3598
819	16303	3578
820	16323	3558
821	16342	3538
822	16361	3518
823	16383	3499
824	16404	3479
825	16422	3459
826	16441	3439
827	16458	3418
828	16476	3398
829	16494	3378
830	16511	3358
831	16529	3337
832	16547	3317
833	16565	3297
834	16583	3276
835	16601	3256
836	16620	3236
837	16639	3216
838	16658	3196
839	16676	3176
840	16694	3156
841	16712	3135
842	16731	3116
843	16749	3095
844	16767	3075
845	16785	3055
846	16803	3035
847	16821	3015
848	16839	2995
849	16858	2975
850	16877	2955
851	16896	2934
852	16924	2916
853	16943	2896
854	16961	2876
855	16979	2856
856	16997	2836
857	17015	2816
858	17048	2798
859	17066	2778
860	17084	2758
861	17103	2738
862	17123	2718
863	17159	2701
864	17178	2681
865	17197	2661
866	17215	2640
867	17234	2620
868	17252	2600
869	17270	2580
870	17289	2560
871	17307	2540
872	17326	2520
873	17345	2500
874	17364	2480
875	17385	2460
876	17413	2442
877	17431	2422
878	17449	2402
879	17468	2382
880	17487	2362
881	17505	2341
882	17524	2321
883	17544	2302
884	17563	2282
885	17580	2262
886	17599	2242
887	17617	2222
888	17636	2202
889	17666	2183
890	17685	2163
891	17703	2143
892	17721	2123
893	17739	2103
894	17758	2083
895	17776	2063
896	17794	2043
897	17813	2023
898	17831	2003
899	17849	1983
900	17867	1963
901	17885	1943
902	17911	1924
903	17933	1904
904	17983	1887
905	18006	1868
906	18030	1848
907	18049	1828
908	18068	1808
909	18087	1788
910	18106	1768
911	18125	1748
912	18143	1728
913	18162	1708
914	18180	1688
915	18213	1670
916	18231	1650
917	18249	1630
918	18267	1610
919	18285	1590
920	18303	1570
921	18321	1549
922	18356	1531
923	18380	1511
924	18398	1491
925	18416	1471
926	18450	1452
927	18468	1432
928	18485	1412
929	18502	1392
930	18519	1372
931	18537	1352
932	18555	1332
933	18573	1312
934	18592	1292
935	18611	1272
936	18629	1252
937	18648	1232
938	18666	1212
939	18684	1192
940	18702	1172
941	18720	1152
942	18738	1132
943	18756	1112
944	18774	1092
945	18793	1072
946	18811	1052
947	18830	1032
948	18848	1012
949	18866	992
950	18884	973
951	18902	953
952	18920	933
953	18938	913
954	18957	893
955	18975	873
956	18993	853
957	19011	833
958	19040	814
959	19059	794
960	19077	774
961	19095	754
962	19113	734
963	19132	714
964	19151	694
965	19170	674
966	19189	654
967	19222	635
968	19242	615
969	19262	595
970	19280	575
971	19299	555
972	19317	536
973	19335	516
974	19354	496
975	19374	476
976	19391	456
977	19410	436
978	19427	416
979	19444	396
980	19462	376
981	19480	357
982	19497	337
983	19515	317
984	19533	297
985	19551	277
986	19569	257
987	19588	237
988	19636	218
989	19654	198
990	19672	178
991	19691	158
992	19718	139
993	19736	119
994	19755	99
995	19773	79
996	19791	59
997	19810	39
998	19829	19
999	19847	0
