iter	MultiClass
550	0.1692087126
551	0.1689314734
552	0.1687900447
553	0.1685115592
554	0.1683681431
555	0.1681900018
556	0.1680390775
557	0.1678310281
558	0.1675806775
559	0.1673850692
560	0.166979931
561	0.1668234805
562	0.1665510236
563	0.1662834707
564	0.1660870802
565	0.1658911346
566	0.165611192
567	0.1653893553
568	0.165186256
569	0.164949829
570	0.164774437
571	0.1644303726
572	0.164087865
573	0.1639392342
574	0.1637402578
575	0.1633560123
576	0.1630741821
577	0.1629018351
578	0.1627717068
579	0.1625792515
580	0.1624303767
581	0.162195617
582	0.1619573852
583	0.1617625139
584	0.1616013068
585	0.1613709718
586	0.1612209299
587	0.161076611
588	0.1608827968
589	0.1607035794
590	0.160364728
591	0.1600655169
592	0.1599795351
593	0.1597500312
594	0.1596003092
595	0.1593656598
596	0.1590224372
597	0.1588765044
598	0.1586795817
599	0.1585627845
600	0.1583572118
601	0.1581140631
602	0.1579788152
603	0.1578710164
604	0.1576334927
605	0.1573757523
606	0.1572484513
607	0.1571176976
608	0.1568763887
609	0.1567414097
610	0.1565028194
611	0.156362832
612	0.1562174118
613	0.1560979894
614	0.1559610852
615	0.1557750004
616	0.155618746
617	0.1554399359
618	0.1553359593
619	0.1550259681
620	0.1547745516
621	0.154635208
622	0.1544922036
623	0.1543137874
624	0.1539223672
625	0.1537253378
626	0.153503107
627	0.1533687322
628	0.1531852857
629	0.1531105232
630	0.152857975
631	0.1526831216
632	0.1525389745
633	0.1523803335
634	0.1521612641
635	0.1520601237
636	0.1519833334
637	0.151836955
638	0.1517263506
639	0.151598114
640	0.1514156447
641	0.1512980951
642	0.1511883447
643	0.1511064056
644	0.1506959559
645	0.15053991
646	0.15029317
647	0.1501845331
648	0.1499585824
649	0.1498241703
650	0.1496820627
651	0.1494791315
652	0.1492585012
653	0.149141039
654	0.1488955736
655	0.1487667946
656	0.14853756
657	0.1483820724
658	0.148252698
659	0.1481178526
660	0.1480352806
661	0.1477267116
662	0.14766013
663	0.1474761243
664	0.147293887
665	0.1470547996
666	0.1469020902
667	0.146786558
668	0.1465108471
669	0.1463401368
670	0.1461347766
671	0.1459967172
672	0.1459067019
673	0.1456501602
674	0.145558581
675	0.1454681611
676	0.1453488237
677	0.1452529791
678	0.1451158781
679	0.1450080538
680	0.1448635261
681	0.1446498332
682	0.1444603306
683	0.1443722185
684	0.1442126391
685	0.1438907062
686	0.1437503259
687	0.1435897051
688	0.143434998
689	0.14328772
690	0.1430847743
691	0.1429671059
692	0.1427309506
693	0.1426195801
694	0.1424243176
695	0.1422943225
696	0.1421689636
697	0.1419470668
698	0.141652929
699	0.1414720137
700	0.1412350856
701	0.1410494225
702	0.140923281
703	0.1407462482
704	0.1405382801
705	0.1404617177
706	0.1402900501
707	0.1401705094
708	0.1400408061
709	0.1399198851
710	0.139853241
711	0.1396769391
712	0.1394785834
713	0.1393193184
714	0.1391730521
715	0.1390579371
716	0.1390023649
717	0.1387337039
718	0.1384466998
719	0.1383405465
720	0.1382057651
721	0.1380303359
722	0.1378446288
723	0.1377020938
724	0.1375891084
725	0.1374806066
726	0.1373062866
727	0.1371285094
728	0.1369887274
729	0.136778336
730	0.1366557611
731	0.1365592073
732	0.1362922204
733	0.1362315993
734	0.1361048858
735	0.1360501343
736	0.135892314
737	0.1357209665
738	0.1356258075
739	0.1353731772
740	0.1352635822
741	0.1351559459
742	0.1350471493
743	0.1349151601
744	0.1347295921
745	0.134558644
746	0.1343505369
747	0.1342334851
748	0.1340940764
749	0.1339102503
750	0.13382806
751	0.1336358746
752	0.1335564252
753	0.1333801438
754	0.1332431897
755	0.1330855512
756	0.1328734587
757	0.1327528432
758	0.1326463278
759	0.1325425626
760	0.132364387
761	0.1321682037
762	0.1320765284
763	0.1319627352
764	0.1318390441
765	0.1317361923
766	0.1316511198
767	0.131399082
768	0.131327807
769	0.1311911254
770	0.1310510141
771	0.1309013224
772	0.1307539014
773	0.1306435718
774	0.1304983793
775	0.1303572093
776	0.1302491359
777	0.130087722
778	0.1299753971
779	0.1299016849
780	0.1297592733
781	0.1295231581
782	0.1294716152
783	0.1294189314
784	0.129159885
785	0.129033442
786	0.1287873102
787	0.1286932377
788	0.1285556735
789	0.1284512528
790	0.1282736961
791	0.1281223285
792	0.1279899412
793	0.1277694241
794	0.127596743
795	0.1275117062
796	0.1274041542
797	0.1273222834
798	0.1272120357
799	0.1271692306
800	0.1270612003
801	0.1269537937
802	0.1267450512
803	0.126461893
804	0.1263139913
805	0.1262114322
806	0.1261187146
807	0.1260386293
808	0.125861302
809	0.1256830507
810	0.1256168655
811	0.1254726474
812	0.1252876363
813	0.1252110121
814	0.1250604932
815	0.1249365033
816	0.1248334464
817	0.1247030932
818	0.1245902377
819	0.1245205558
820	0.1244249999
821	0.1242988381
822	0.1242475854
823	0.1240830257
824	0.1240184717
825	0.1239203289
826	0.1238493445
827	0.1237080652
828	0.1236134761
829	0.1234843224
830	0.1233086342
831	0.1231963348
832	0.1230727137
833	0.1229594413
834	0.1229043183
835	0.1227530724
836	0.1226561563
837	0.1225474809
838	0.1224236984
839	0.1223545024
840	0.1222867374
841	0.1222176766
842	0.1220810365
843	0.1219373846
844	0.1218643921
845	0.1217522186
846	0.1216295074
847	0.1215354351
848	0.1214521205
849	0.1213220446
850	0.1211946356
851	0.1211189563
852	0.1209927676
853	0.1209139869
854	0.1208266036
855	0.1207803327
856	0.1206217929
857	0.1205395993
858	0.1204704804
859	0.1203679353
860	0.1202893663
861	0.1201191108
862	0.1200217061
863	0.119828244
864	0.1197115468
865	0.1196156655
866	0.1195057881
867	0.1193983774
868	0.1193338832
869	0.1191666431
870	0.1190236344
871	0.1189167391
872	0.1188381168
873	0.1187676918
874	0.1186138697
875	0.1185064383
876	0.1183430442
877	0.1182893823
878	0.1180841873
879	0.1178957124
880	0.1178554444
881	0.1177734679
882	0.1176732358
883	0.1175187952
884	0.117435109
885	0.1173071337
886	0.1172422797
887	0.1171669434
888	0.1170575429
889	0.1169304209
890	0.1168416431
891	0.1167148921
892	0.1166516168
893	0.1165562006
894	0.1164826903
895	0.1163679317
896	0.1161631844
897	0.1160294162
898	0.1158820482
899	0.1157518325
900	0.1156635798
901	0.1155511964
902	0.1154936993
903	0.1153975961
904	0.1153363395
905	0.1152062398
906	0.1151349353
907	0.1150474788
908	0.1148985611
909	0.1148121776
910	0.1147419327
911	0.1146813523
912	0.1145993274
913	0.1144772749
914	0.1143933148
915	0.1142358334
916	0.1140216532
917	0.1138383022
918	0.1136845362
919	0.1136087375
920	0.1134792692
921	0.1134019725
922	0.1133656685
923	0.1132617084
924	0.1131810352
925	0.113071641
926	0.1129949123
927	0.1128901473
928	0.1127620816
929	0.1126455347
930	0.1126086264
931	0.112417032
932	0.1123150184
933	0.1122683216
934	0.1121364662
935	0.1120450044
936	0.1119940142
937	0.1119232991
938	0.1118172609
939	0.111717049
940	0.1115725739
941	0.111513765
942	0.1114505308
943	0.1113679854
944	0.111276921
945	0.1111746572
946	0.1111089523
947	0.1110755284
948	0.1110320539
949	0.1109244019
950	0.1108345125
951	0.110727458
952	0.1106535403
953	0.1105668677
954	0.1104426539
955	0.1103798143
956	0.1103186521
957	0.1102652564
958	0.1101603216
959	0.1101052503
960	0.1100494211
961	0.1099562442
962	0.1098653218
963	0.1097606003
964	0.1096811366
965	0.109651219
966	0.1096047328
967	0.1095047179
968	0.1093851334
969	0.1092996564
970	0.1091400306
971	0.1090517119
972	0.1089774915
973	0.1089046074
974	0.1087804779
975	0.1087113027
976	0.1086526105
977	0.1086114301
978	0.1085283127
979	0.1084061237
980	0.108291415
981	0.108182961
982	0.108090989
983	0.1080245615
984	0.1078945362
985	0.1078476579
986	0.1077653283
987	0.1075157955
988	0.1074355794
989	0.1073869988
990	0.107231067
991	0.1071792345
992	0.1071268474
993	0.1070334652
994	0.1069404548
995	0.1068828528
996	0.1068009047
997	0.1067136066
998	0.1066518967
999	0.1065500913
